,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,y
10074,1.75,1950,17400,7,3,0,0,39,568143.9134,5288069.795,5.684845362
10075,1.75,1630,9000,7,4,0,0,59,548244.3346,5255604.844,5.63447727
10076,1.75,1300,8099,7,4,0,0,39,562356.2548,5261350.904,5.439332694
10077,2.5,1910,4488,8,3,0,0,17,564624.5606,5274157.741,5.790285164
10078,2.75,2260,4000,8,4,0,0,59,548594.7655,5276880.723,5.848189117
10079,2.25,1290,2500,8,4,0,0,28,552746.4043,5274627.219,5.781755375
10080,3,2790,12523,8,4,1,4,38,551049.7705,5245070.111,5.921686475
10081,1.75,1670,9600,8,5,0,0,54,557682.4933,5269394.457,5.894869657
10082,2.5,2640,10720,8,3,0,0,16,554429.3283,5255258.889,5.576916956
10083,2.5,1350,1250,8,3,0,0,9,546123.9952,5266368.6,5.596542118
10084,1,1200,7000,7,1,0,0,107,546315.1514,5270726.952,5.113943352
10085,2.75,2040,8560,7,4,0,2,54,566505.1972,5274001.054,5.785329835
10086,2.5,2400,4564,7,3,0,0,11,565987.2931,5246541.369,5.428134794
10087,2.5,2990,16809,11,3,0,0,25,569533.3396,5284740.508,5.903089987
10088,1.75,2820,8879,7,5,0,0,95,546987.1113,5261963.089,5.659631012
10089,2.25,1770,7667,8,3,0,0,49,547800.7907,5291201.006,5.716003344
10090,2.5,2240,5624,7,3,0,0,54,552059.9517,5267340.983,5.671172843
10091,2.75,2770,3852,8,3,0,0,1,557840.4557,5261026.661,5.757396029
10092,2.5,2230,5000,7,3,0,0,9,565622.815,5258863.545,5.651278014
10093,1,1150,2496,6,3,0,0,68,546978.1852,5263074.447,5.530199698
10094,2,3020,6000,7,5,0,0,90,546826.4578,5263217.716,5.72427587
10095,1.5,1760,4000,8,3,0,0,93,551076.6276,5276524.064,5.838849091
10096,1.75,1580,7416,7,3,0,0,48,562159.0154,5272797.125,5.77815125
10097,2.5,2440,7322,9,3,0,0,24,561790.2143,5265023.895,5.750122527
10098,2,2150,14161,8,3,0,2,49,551144.1211,5242903.683,5.72427587
10099,2.5,1940,7607,8,3,0,0,20,563190.6002,5281633.599,5.698970004
10100,1.75,1650,8073,7,3,0,0,35,561817.9949,5240905.488,5.371021658
10101,2.5,2100,8400,7,4,0,0,39,562230.474,5287180.838,5.670245853
10102,1.75,2310,9002,7,3,0,0,45,562535.1669,5286739.503,5.544068044
10103,2.5,1590,2088,9,3,0,0,18,561909.2265,5282142.226,5.613841822
10104,2.5,2160,15817,8,3,0,0,16,561628.2766,5251784.579,5.549003262
10105,3,3510,5760,10,4,0,0,109,551691.1341,5274995.661,6.243038049
10106,2.75,3230,12651,8,4,0,0,13,556606.7473,5240519.669,5.611723308
10107,1,1160,10500,7,4,0,0,49,557966.0502,5286214.134,5.498999364
10108,1.5,1150,8686,7,4,0,0,52,560769.6246,5254565.384,5.329194415
10109,2.5,3000,5000,7,4,0,0,97,553167.4608,5269651.68,5.823474229
10110,2.5,1800,8697,8,3,0,0,28,545349.4888,5239955.462,5.447158031
10111,1.75,1880,3880,7,4,0,0,71,547900.5037,5279097.891,5.748188027
10112,3.25,2590,11500,9,4,0,2,47,558016.8665,5266018.891,6.176091259
10113,2.25,2630,9916,9,4,0,0,27,560292.1071,5242301.192,5.531478917
10114,2.5,2242,4800,8,3,0,0,2,560526.8009,5234156.82,5.515873844
10115,2.5,2550,8824,9,3,0,0,25,559461.7912,5249683.822,5.625826713
10116,1,1390,3600,7,4,0,0,102,548070.2053,5276731.88,5.783903579
10117,1.75,1620,3640,7,3,0,0,86,552751.4773,5265746.693,5.550228353
10118,1,1210,7140,6,3,0,0,94,548821.4275,5285663.22,5.484299839
10119,2.25,1880,12473,8,3,0,0,57,555753.3684,5290149.414,5.600972896
10120,1,960,8153,6,3,0,0,68,552484.4865,5286984.498,5.477121255
10121,2.25,2120,18500,8,4,0,0,32,562714.2274,5248995.203,5.574031268
10122,2.5,2620,14126,8,4,0,4,74,545242.6441,5282944.493,5.964730921
10123,1.75,1960,6000,7,4,0,0,111,544981.3585,5277918.683,5.679427897
10124,1,1010,6000,6,4,0,0,71,548476.3949,5291051.008,5.33243846
10125,2.5,2180,9722,8,3,0,0,21,562252.0796,5264061.805,5.712397131
10126,2.5,2030,6500,8,3,0,0,27,568299.3743,5268397.517,5.791044691
10127,3.25,2120,6893,7,4,0,0,32,548530.195,5266577.036,5.51851394
10128,1,1030,8400,7,4,0,0,52,562240.956,5265106.481,5.630631244
10129,3,2940,5763,8,5,0,0,60,553036.4385,5267516.487,5.806179974
10130,1.75,1470,7650,7,3,0,0,32,563209.6093,5259048.183,5.515873844
10131,1,930,7590,6,3,0,0,72,550102.1622,5258743.545,5.301029996
10132,1,1500,13500,7,4,0,0,47,569934.9181,5257435.153,5.431363764
10133,2.5,1740,1236,8,3,0,2,7,546088.889,5270814.076,5.763427994
10134,3,1820,8261,7,3,0,0,46,558573.801,5285442.177,5.711807229
10135,1.5,1790,4250,7,3,0,0,100,552507.1688,5276158.886,5.857935265
10136,1,420,3298,4,4,0,0,66,545833.1341,5265077.049,5.359930296
10137,1.5,2050,6384,7,3,0,0,57,546815.9566,5264529.122,5.645422269
10138,1,1290,12415,6,3,0,0,107,540692.5295,5246634.187,5.477121255
10139,2.75,4020,18745,10,4,0,4,26,559379.6201,5272612.55,6.290034611
10140,1,1080,8214,7,3,0,0,71,548879.9493,5287619.914,5.45331834
10141,2.5,1770,7155,8,3,1,4,58,553608.7381,5287039.232,6.070037867
10142,1.75,2030,5688,9,4,0,4,76,546160.8322,5261700.883,5.740362689
10143,1.5,2180,4268,7,4,0,0,91,545854.7091,5281448.817,5.672097858
10144,1.75,1620,1325,9,3,0,0,10,550992.0738,5277601.447,5.77815125
10145,1,1130,8100,6,3,0,0,81,552273.8618,5260240.741,5.434568904
10146,2,1510,10827,7,3,0,0,31,565555.8897,5278214.062,5.591064607
10147,2.5,1740,1279,8,3,0,0,7,546088.889,5270814.076,5.754348336
10148,3,1900,7194,7,4,0,0,27,566656.9617,5247415.869,5.45484486
10149,2.75,2240,3360,8,3,0,0,1,557840.6754,5261004.434,5.653212514
10150,2,1360,6082,7,3,0,0,21,563433.8422,5245257.321,5.396199347
10151,1,950,3090,6,4,0,0,106,554473.9699,5266651.664,5.51851394
10152,2.75,2730,6401,8,3,0,0,0,562939.8251,5290912.111,5.788369911
10153,3,2520,13001,8,3,0,1,42,566551.7744,5276502.503,5.826074803
10154,3,1940,6355,8,3,0,0,8,551064.3425,5260730.213,5.477121255
10155,1,1650,10075,7,3,0,0,60,548028.2285,5290880.555,5.550228353
10156,1,790,6426,6,3,0,0,71,556868.7325,5260261.347,5
10157,2.5,2650,5600,8,3,0,0,1,566151.8369,5258725.004,5.734419756
10158,1.75,2220,15600,7,5,0,0,52,562820.7518,5260177.704,5.572871602
10159,2.75,2810,5497,9,3,0,0,4,566313.3052,5284236.013,5.875061263
10160,1.75,1810,7523,8,3,0,0,53,568670.1099,5268857.587,5.699837726
10161,2.25,1810,6750,7,3,0,0,37,547100.2259,5238424.368,5.209515015
10162,1,1100,8536,7,4,0,0,58,555639.3685,5262794.765,5.442479769
10163,1,1000,12070,7,4,0,0,47,567204.0543,5245788.238,5.309630167
10164,2,1270,1372,8,3,0,0,15,551190.1825,5280693.077,5.641474111
10165,2.25,1870,11411,8,4,0,0,54,553298.6228,5288147.87,5.743509765
10166,2.5,2230,7200,7,4,0,0,58,563456.8309,5270966.014,5.745074792
10167,2.5,2250,3916,8,3,0,0,1,561942.7072,5243418.657,5.523082816
10168,2.25,1820,9766,7,4,0,0,28,560141.9439,5249590.717,5.439332694
10169,2.5,1810,4871,8,3,0,0,16,560958.3895,5250910.648,5.469822016
10170,1,1240,8840,6,3,0,0,63,551891.024,5286267.811,5.469748401
10171,1,900,5413,7,3,0,0,68,551988.8854,5283712.271,5.574031268
10172,1.75,1740,5100,6,3,0,0,100,550439.6779,5263292.221,5.311753861
10173,2.25,1580,8506,7,3,0,0,28,561163.1421,5281723.07,5.763427994
10174,2,2500,6733,8,3,0,0,36,548045.5221,5279721.506,5.835690571
10175,2.25,2610,7700,8,3,0,0,38,568524.3792,5268455.729,5.763427994
10176,2,1350,7216,7,3,0,0,51,547585.8731,5289998.838,5.602059991
10177,2,1600,4168,7,3,0,0,88,546592.6369,5264216.137,5.562292864
10178,3,3570,10273,9,3,0,3,80,569329.8125,5276634.949,5.951823035
10179,2.75,2760,8476,8,4,0,0,48,559075.7373,5265495.993,5.914343157
10180,2.5,1820,11325,8,3,0,0,39,548164.1132,5256193.238,5.555094449
10181,1,860,7632,6,3,0,0,95,549365.5089,5256747.832,5.444044796
10182,2.25,1670,4800,8,3,0,3,112,547550.4276,5275994.051,6.008600172
10183,1,890,6095,7,3,0,0,68,552686.6217,5281228.835,5.707570176
10184,2.75,2520,4643,8,4,0,0,99,552509.0724,5275947.724,6.041392685
10185,1,1340,7250,7,4,0,0,64,551016.7514,5283347.982,5.653212514
10186,2.25,2140,3000,9,3,0,0,110,548714.0859,5280571.779,5.892094603
10187,2.5,1780,2778,8,3,0,0,8,547252.9967,5266333.164,5.646403726
10188,2.5,2310,5362,8,4,0,4,87,553817.3006,5272580.79,5.96425963
10189,2.75,1830,6643,8,3,0,0,14,554018.1631,5234315.942,5.397940009
10190,2.5,3400,6742,9,3,0,0,11,565339.8664,5284069.369,5.902546779
10191,1.75,1660,3800,7,3,0,0,89,551479.8883,5281884.914,5.791690649
10192,1.75,1430,5490,6,5,0,0,73,561462.5824,5260385.582,5.423245874
10193,1,1080,8580,6,3,0,0,115,555611.1475,5257837.419,5.284430734
10194,2.75,2170,9658,7,3,0,0,49,561224.8957,5247056.684,5.440020703
10195,2.5,2480,7428,9,3,0,0,25,561323.2478,5266486.133,5.862727528
10196,2.5,2060,13500,7,3,0,0,47,563883.6137,5252508.917,5.431283332
10197,3.25,3690,7200,11,3,0,0,8,560042.6108,5281211.213,6.198657087
10198,1.75,1590,11454,8,4,0,0,36,561299.2504,5261595.375,5.620136055
10199,2.5,2500,4000,8,3,0,0,1,551801.9004,5270984.264,5.802773725
10200,2.75,2280,4280,7,5,0,0,98,549922.8649,5279670.624,5.942008053
10201,2.5,3520,6773,9,3,0,0,9,545838.1884,5264432.459,5.939519253
10202,2,1490,713,9,3,0,0,1,549127.9239,5276007.142,5.84509804
10203,3.25,2740,9629,7,5,0,0,38,560172.1068,5290438.116,5.711807229
10204,2.5,2140,9492,8,3,0,0,21,560143.8381,5242021.816,5.480006943
10205,1,1300,5898,7,3,0,0,54,556102.7224,5261587.702,5.372912003
10206,3.25,5370,14091,10,3,0,0,97,558877.2918,5277686.966,6.477121255
10207,4,4020,7500,8,3,0,0,47,547816.5641,5280175.319,5.954242509
10208,3,2120,13000,8,4,0,0,37,564725.3494,5258253.358,5.58546073
10209,1.75,2360,8290,7,4,0,0,65,553971.268,5280295.855,5.876794976
10210,1.75,2080,5687,8,4,0,0,91,553468.7745,5269598.859,5.841984805
10211,1,950,8450,7,3,0,0,53,561085.2933,5281989.014,5.562292864
10212,2.5,2230,8624,8,4,0,0,46,563668.4941,5279115.669,5.752048448
10213,1.75,1730,8320,7,3,0,0,38,548283.0728,5241701.436,5.411619706
10214,2.5,2540,12843,9,3,0,0,23,562719.9218,5248461.765,5.545183368
10215,1,940,11055,7,4,0,0,56,553223.5692,5246878.765,5.255272505
10216,1.75,2130,4400,7,3,0,0,93,550699.5177,5276698.604,5.829303773
10217,2.5,1550,3402,7,3,0,0,6,559513.0773,5244616.165,5.436957331
10218,2.5,3060,9576,10,3,0,0,10,560219.5004,5271354.066,6.102612052
10219,1.5,1110,1150,8,3,0,0,8,552175.1359,5271287.684,5.27989498
10220,1.75,2620,8280,7,4,0,0,67,548070.5653,5285768.104,5.788875116
10221,2.25,1830,8831,7,3,0,0,36,558863.7651,5286434.352,5.63447727
10222,2,1450,5456,7,5,0,0,64,552900.7728,5265881.417,5.59439255
10223,2.75,2140,13000,7,3,0,0,47,556046.6701,5290819.146,5.612253906
10224,2.25,1770,8755,8,3,0,0,34,566116.8568,5255145.629,5.515211304
10225,2.25,998,844,7,3,0,0,8,547493.5136,5282962.45,5.505149978
10226,3,2470,9328,8,3,0,0,33,563666.0082,5272468.82,5.799340549
10227,2.25,2730,7506,8,4,0,0,28,563910.8121,5256932.871,5.638489257
10228,2.5,2701,4500,9,3,0,0,1,560980.1755,5234217.058,5.601945974
10229,1,910,9869,6,3,0,0,58,561505.5119,5256295.825,5.348304863
10230,1.75,1290,8688,7,4,0,0,35,569464.8802,5246192.412,5.332329368
10231,3.25,2760,4104,8,3,0,0,1,561196.3804,5264228.497,5.80685803
10232,2.25,2180,8000,9,4,0,0,40,547007.4205,5240579.722,5.531478917
10233,1,1050,9600,6,4,0,0,56,549416.1013,5241755.292,5.297760511
10234,4.75,5990,10450,11,3,1,4,13,569440.873,5267299.464,6.342422681
10235,1,1410,8174,8,3,0,0,57,561911.1015,5260712.636,5.417471693
10236,2.5,2350,8001,8,4,0,0,28,563732.3503,5266389.653,5.886490725
10237,1,960,12527,7,3,0,0,43,559808.7636,5282053.547,5.740362689
10238,1.75,1340,3900,7,5,0,0,115,546617.3947,5279932.179,5.802773725
10239,2.5,1190,1290,8,3,0,0,7,546687.9133,5280499.59,5.671172843
10240,3.5,3130,3900,9,3,0,0,7,550507.6084,5281498.485,6.142702246
10241,2.25,2490,6973,8,4,0,0,62,544381.8787,5277747.364,5.847572659
10242,3.5,4430,11453,9,3,0,0,14,559931.5632,5262770.48,5.942008053
10243,1.75,2130,6500,8,3,0,2,61,546117.1841,5276738.315,5.759667845
10244,3.5,3560,16782,10,3,0,0,1,558304.6597,5267344.408,6.144574208
10245,2.25,1430,2343,8,3,0,0,3,553105.704,5268172.876,5.64246452
10246,2,1550,6039,7,5,0,0,73,546806.0766,5265762.735,5.633468456
10247,2.5,2430,7857,8,5,0,0,35,559473.3458,5255985.873,5.555094449
10248,2.5,1280,1889,8,3,0,0,6,550755.0509,5278944.253,5.73239376
10249,2,2440,13250,8,4,0,0,38,558355.1799,5247127.525,5.494154594
10250,1,1670,4600,8,5,0,0,109,550133.4217,5281372.985,5.942008053
10251,1,1150,19200,5,4,0,0,107,555212.5278,5236049.675,5.217483944
10252,2.25,1790,5794,7,3,0,0,30,562140.3821,5288591.509,5.612783857
10253,1.75,1960,4340,8,5,0,0,103,547280.7181,5281449.122,5.860308054
10254,2.5,2980,16263,9,3,0,0,26,563734.896,5266156.267,6.005180513
10255,2.5,1350,1189,7,3,0,0,8,548331.116,5263352.215,5.431363764
10256,2.5,2190,10000,7,4,0,0,58,559149.0804,5265685.685,5.880813592
10257,2.5,2070,5013,8,3,0,0,28,545719.895,5240925.231,5.462323113
10258,2.25,2620,10920,9,3,0,0,50,562828.1634,5273482.313,5.977723605
10259,1,1060,8000,6,3,0,0,74,550225.5654,5261923.307,5.311753861
10260,2.5,1610,6732,7,3,0,0,21,562518.0791,5246147.791,5.322219295
10261,1.75,1830,9620,8,4,0,0,37,546180.1967,5240050.826,5.602059991
10262,2.5,1610,2937,8,3,0,0,9,561213.6475,5255370.255,5.462397998
10263,2.5,2540,5100,7,3,0,0,1,551502.2478,5262323.411,5.550228353
10264,2.5,2130,7111,7,3,0,0,47,563254.5566,5261860.711,5.556302501
10265,2,1840,8580,8,3,0,0,25,565418.257,5256938.391,5.579783597
10266,3.25,1570,2048,8,3,0,0,9,547027.8928,5266253.548,5.539703239
10267,2.75,1310,7300,7,3,0,0,58,565922.1178,5272393.852,5.607455023
10268,2.25,2860,5658,10,3,0,3,82,544392.1298,5276402.589,6.113274692
10269,1.5,1870,9000,7,3,0,0,92,551341.8031,5263444.559,5.544068044
10270,2.75,3320,10574,8,5,0,0,55,561712.7231,5265234.258,5.822821645
10271,1.75,1820,5500,8,4,0,0,58,553821.2428,5280283.35,5.8192148
10272,2.5,2230,3600,8,5,0,0,109,551912.4704,5275453.33,6.001300933
10273,4.25,4420,5750,10,3,0,0,9,569761.7086,5265636.013,5.949390007
10274,1,920,7314,6,3,0,0,55,558979.0724,5237597.667,5.096910013
10275,2.75,3210,15939,10,3,0,1,17,549030.6209,5242674.532,5.752048448
10276,2.5,1530,3464,8,3,0,0,17,564549.047,5274190.249,5.737192643
10277,1,1020,10200,7,4,0,0,61,548870.4007,5288753.544,5.525044807
10278,1,1210,6000,7,4,0,0,73,544910.4655,5277373.525,5.851258349
10279,2.5,2920,7901,9,3,0,0,11,565643.8247,5283728.221,5.880813592
10280,2.5,1710,2875,8,3,0,0,9,545722.0167,5269655.291,5.770852012
10281,2,1390,8250,7,3,0,0,28,568401.0896,5246757.908,5.389166084
10282,2.5,2410,4708,8,3,0,0,13,561813.0956,5241372.241,5.476831629
10283,2.5,2750,6000,8,3,0,0,111,549993.7341,5280160.279,5.991226076
10284,2.25,2030,9791,8,4,0,0,31,563146.9654,5264849.442,5.757775491
10285,2.5,1720,10202,7,3,0,0,45,562786.8692,5256309.412,5.314551854
10286,1,1100,7650,7,3,0,0,63,548447.0128,5285593.396,5.593839661
10287,2.5,1470,4488,7,5,0,0,35,562844.7168,5285853.626,5.602005701
10288,2.5,2540,4727,9,3,0,0,16,557316.7051,5283617.887,5.799340549
10289,2.5,1200,813,9,3,0,0,5,551501.9499,5270892.692,5.614897216
10290,1.75,1440,7070,7,3,0,0,35,565654.9981,5282739.085,5.662757832
10291,3.5,3990,5267,10,3,0,0,7,565893.9952,5268225.381,6.033423755
10292,2.5,2920,5500,10,3,0,3,58,544165.8626,5276523.128,6.096910013
10293,1.75,1390,8700,7,4,0,3,103,560131.3285,5257982.103,5.448629036
10294,2.5,1520,3003,7,3,0,0,6,563805.2952,5259699.301,5.51851394
10295,1.5,1950,15954,8,4,0,0,56,551447.855,5242728.505,5.462397998
10296,4.5,4510,12873,12,3,0,2,17,560004.6804,5277609.557,6.258876629
10297,1,800,8125,6,3,0,0,51,561991.4953,5281465.08,5.161368002
10298,2.75,1670,1350,9,3,0,0,1,544520.7592,5269390.374,5.812879948
10299,2.5,2350,3760,8,3,0,0,1,566076.4936,5258724.153,5.662753111
10300,1.5,1200,2002,8,3,0,0,49,561118.5574,5257258.752,5.146128036
10301,2.25,1670,1596,8,3,0,0,1,546131.8032,5265379.486,5.732353546
10302,2.75,1340,11583,7,3,0,0,53,558960.8607,5284256.781,5.62838893
10303,2.5,1914,3150,8,3,0,0,6,561235.5746,5253269.822,5.484299839
10304,2.5,2680,7836,8,3,0,0,25,561589.4202,5241080.923,5.544068044
10305,1,1390,9112,7,4,0,0,64,560353.4113,5272944.88,5.872156273
10306,2.5,1850,1499,9,3,0,0,10,545361.6767,5277299.221,5.728353782
10307,2.25,2350,6000,7,5,0,0,67,552162.6545,5281068.505,5.866287339
10308,2.25,2060,8470,8,3,0,0,32,565898.5099,5267825.291,5.8162413
10309,1,1290,3880,7,4,0,0,96,545626.8603,5281791.577,5.659440782
10310,2.25,1530,1840,8,3,0,0,7,552556.9425,5270635.349,5.662757832
10311,2.25,1840,9040,8,3,0,0,36,549957.2715,5240315.039,5.45484486
10312,2.5,2170,4517,8,3,0,0,13,564791.6001,5259076.587,5.622214023
10313,1.75,2200,12231,7,4,0,0,51,562275.0315,5261905.778,5.507855872
10314,2.5,2510,5320,8,3,0,0,10,548392.0455,5265086.561,5.596597096
10315,2,1820,6324,7,5,0,0,70,554788.0721,5281248.254,5.860338007
10316,2,1380,4800,7,3,0,0,67,547386.2604,5277704.356,5.806179974
10317,1.75,2080,13054,7,3,0,1,64,553074.7517,5288034.668,5.77815125
10318,3.75,4590,11265,11,4,0,0,88,553481.4473,5276412.274,6.477121255
10319,2.5,2910,8881,10,3,0,1,83,544239.4547,5276723.748,6.041392685
10320,1,850,2850,7,4,0,0,88,551855.8974,5281799.337,5.689308859
10321,2.5,2510,3819,8,3,0,0,8,567825.7879,5283208.626,5.824125834
10322,2.75,1950,1610,8,3,0,0,6,552476.2558,5271245.927,5.744292983
10323,2,1550,2400,7,4,0,0,115,549110.6738,5278052.087,5.720985744
10324,3.25,2170,12508,9,5,0,0,87,557993.138,5268408.322,5.942826237
10325,1,1030,7620,7,3,0,0,62,547045.6911,5264041.936,5.51851394
10326,2.25,2220,15232,9,3,0,0,37,567241.111,5288337.149,5.666517981
10327,1,1140,7435,7,3,0,0,63,551738.7726,5286522.094,5.514547753
10328,3.25,3640,3604,9,5,0,2,102,553806.94,5273703.279,6.102090526
10329,1.75,1390,7904,7,3,0,0,30,561694.168,5259854.511,5.608526034
10330,2.5,2110,9773,9,3,0,0,29,566572.6307,5268088.583,5.892094603
10331,1.5,2993,19400,7,4,0,0,94,547851.9078,5257502.159,5.73239376
10332,1.5,2010,9480,8,3,0,0,64,553933.7225,5284341.317,5.633417953
10333,2.5,1930,5790,7,4,0,0,27,562184.8237,5291437.498,5.638489257
10334,1.5,1840,5000,7,5,0,0,100,547898.9485,5279286.827,5.875061263
10335,2.75,2570,7264,8,3,0,0,17,559921.6487,5234139.531,5.405687787
10336,1.75,2090,12026,7,4,0,0,67,559183.2554,5239855.908,5.395326393
10337,1,900,5220,6,4,0,0,59,546157.8511,5262078.745,5.518448133
10338,2.5,1840,9611,7,3,0,0,19,556413.4774,5260601.493,5.556302501
10339,2.5,1820,16300,7,4,0,0,60,547861.8914,5256279.676,5.656098202
10340,2.5,1860,3504,7,3,0,0,15,557012.3207,5291684.426,5.579783597
10341,3.5,1320,1161,8,3,0,0,5,552952.4905,5284999.182,5.537819095
10342,1,1440,8681,7,3,0,0,78,553796.6618,5282939.571,5.718501689
10343,1,1080,3230,6,3,0,0,52,559185.4881,5239633.645,5.049218023
10344,1,700,3180,6,3,0,0,64,555583.7125,5260726.929,5.078819183
10345,2,1830,12891,7,3,0,0,21,560977.3105,5249088.063,5.526985069
10346,2.25,1540,958,9,3,0,0,8,551248.5505,5274058.122,5.806179974
10347,2,1110,7231,7,4,0,0,24,561039.84,5250333.539,5.348304863
10348,1.75,1890,5000,7,3,0,0,109,547142.8707,5279936.414,5.718883501
10349,1.75,2150,8925,7,4,0,0,55,566192.8701,5275031.209,5.640878779
10350,1.75,1900,5175,7,3,0,0,96,546181.8349,5268569.701,5.731588765
10351,3.25,3930,10929,10,3,0,0,9,560557.1778,5275036.602,6.273001272
10352,1.75,1700,3618,8,3,0,1,65,545298.5891,5275753.814,5.951823035
10353,1,1480,5100,7,3,0,0,77,548925.4244,5282218.527,5.599337133
10354,2,1651,18200,6,3,0,0,69,540623.0932,5256658.482,5.45484486
10355,2.75,2160,8148,7,3,0,0,37,552042.5912,5286091.33,5.638489257
10356,1,1330,9729,6,3,0,0,63,559509.4081,5274625.669,6.021189299
10357,3.25,3430,9870,9,3,0,0,1,561956.8532,5291735.17,5.875058368
10358,1,1380,7334,7,3,0,0,34,560929.4213,5253700.103,5.217483944
10359,2.5,2610,4781,8,3,0,0,6,553559.3892,5234845.233,5.525044807
10360,2.75,2090,9620,8,3,0,0,28,550146.5122,5235837.722,5.477121255
10361,1.75,1830,5120,8,5,0,2,112,551787.1952,5272640.21,5.833784375
10362,2.5,1490,1410,10,3,0,0,7,546337.7355,5277340.251,5.788875116
10363,3,1270,1175,8,3,0,0,15,549552.3333,5279100.608,5.725094521
10364,2.25,2890,18226,10,3,1,4,31,559553.6397,5262911.111,6.195899652
10365,2,1320,8568,7,3,0,0,22,563092.7606,5248888.11,5.409087369
10366,1.75,2300,6200,7,4,0,0,45,551066.8177,5251794.331,5.511883361
10367,1.75,2120,5400,8,4,0,0,74,545434.5236,5277588.767,5.851258349
10368,2.75,3320,10500,7,4,0,0,52,562581.8436,5282405.076,5.837272703
10369,2,1410,10577,7,3,0,0,21,561387.3678,5245958.046,5.42975228
10370,1.5,1360,9980,7,4,0,0,49,559895.9488,5251511.011,5.388988785
10371,1.75,1740,9344,7,3,0,0,37,545418.1298,5240856.213,5.311647923
10372,3.25,2130,2306,7,5,0,1,91,545828.8636,5265621.617,5.789580712
10373,1.75,1650,7775,7,4,0,0,65,548453.4099,5284826.532,5.67669361
10374,1.5,1860,7190,7,5,0,1,63,545553.8115,5291093.995,5.763427994
10375,3,2008,5050,7,3,0,0,23,553283.7086,5265151.337,5.662757832
10376,2,1800,13551,7,4,0,0,41,565707.8803,5257997.54,5.484299839
10377,2.5,2030,10958,8,3,0,0,32,566741.6778,5286130.532,5.72427587
10378,1.5,1010,948,8,3,0,0,16,548435.8587,5277924.172,5.587710965
10379,1.5,1230,1516,8,3,0,0,15,551442.2855,5286130.439,5.511816541
10380,1.75,2350,18800,8,3,0,2,56,561876.2883,5271104.646,5.792391689
10381,2.5,3560,5265,8,3,0,0,1,566542.6762,5283860.713,5.945747193
10382,3.75,2980,4635,8,3,0,0,18,555076.0989,5266635.08,5.776846409
10383,1,820,6550,7,3,0,0,66,546576.6037,5266227.704,5.568201724
10384,2.5,3150,4203,9,3,0,0,13,562736.7162,5281962.139,5.911157609
10385,2.5,2120,3600,9,3,0,0,10,568920.6859,5279464.503,5.832508913
10386,1.75,1660,12865,7,5,0,0,48,562089.136,5265227.13,5.63447727
10387,1,1220,9600,7,5,0,0,57,554318.6366,5234552.095,5.3232521
10388,2.5,2620,8960,7,5,0,0,60,549831.532,5290306.686,5.607455023
10389,2.25,2500,8866,9,4,0,0,28,564121.3023,5278909.453,5.907411361
10390,2.25,2140,8700,8,3,0,2,53,551771.5483,5282843.376,5.751279104
10391,1.5,1470,5850,7,4,0,0,42,565348.2399,5283324.739,5.629409599
10392,1,1140,10320,7,4,0,0,52,560302.1016,5285137.527,5.57863921
10393,2.75,2540,5022,8,4,0,0,60,552659.8944,5267557.538,5.725094521
10394,2.5,2420,18470,8,3,0,0,47,561940.0229,5272183.472,5.829303773
10395,2.5,1500,1119,7,3,0,2,7,549130.6421,5275684.842,5.781755375
10396,1,1110,3500,6,3,0,0,103,550545.8245,5277097.395,5.77815125
10397,2.5,1620,5280,7,4,0,0,91,546381.3662,5262380.598,5.58546073
10398,2.75,3010,3400,9,3,0,2,92,553807.2477,5273669.938,5.966141733
10399,1,900,2910,7,5,0,0,91,550881.8765,5281612.895,5.581494542
10400,1.75,1000,5100,6,3,0,0,109,545709.9407,5280769.687,5.525044807
10401,1.5,1360,10726,7,4,0,0,49,565227.6574,5260515.245,5.568201724
10402,2.5,1830,2517,8,3,0,0,10,561137.4504,5255447.262,5.437750563
10403,3,2350,1620,9,3,0,0,14,554165.8441,5275518.304,6.077367905
10404,2.5,1960,7230,8,3,0,0,13,548396.4983,5237090.087,5.431283332
10405,1.5,1070,877,8,3,0,0,10,545567.4872,5279790.486,5.582063363
10406,2.75,2490,3840,7,4,0,0,93,549259.8242,5278175.608,5.874771637
10407,1.75,3130,18253,7,3,0,0,37,548879.8557,5287631.028,5.814580516
10408,2,3620,14250,8,3,0,0,8,558282.6901,5269544.911,6.197280558
10409,2.25,1720,9000,8,4,0,0,46,546627.7009,5240810.096,5.438542349
10410,1,1250,9126,7,3,0,0,46,569251.1428,5289527.923,5.51851394
10411,1.75,1440,8040,7,3,0,0,64,552055.8386,5284613.172,5.498689534
10412,1,790,4590,6,3,0,0,104,553779.7172,5268501.368,5.544068044
10413,3,3690,10260,9,4,0,4,48,561949.7013,5271272.149,6.051152522
10414,2.25,1870,9315,7,3,0,0,40,559865.6015,5283821.429,5.696356389
10415,2.5,3630,7482,10,3,0,0,7,553742.698,5256141.705,5.698970004
10416,2.5,1175,1366,8,3,0,0,10,549371.2198,5282744.688,5.534026106
10417,1.75,1840,19501,8,4,0,0,43,551523.0131,5242773.619,5.394451681
10418,1,1000,7615,6,4,0,0,72,560939.9603,5259935.529,5.364550995
10419,2.5,2090,9702,7,5,0,0,50,549548.4061,5288359.161,5.667452953
